Symbol,Security ID,Error
BAJAJFINSV,16675,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BAJAJHLDNG,305,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BAJFINANCE,317,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BANDHANBNK,2263,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BANKBARODA,4668,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BANKINDIA,4745,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BDL,2144,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BEL,383,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BHARATFORG,422,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BHARTIARTL,10604,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BHEL,438,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BIOCON,11373,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BLUESTARCO,8311,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BOSCHLTD,2181,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BPCL,526,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BRITANNIA,547,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
BSE,19585,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
CAMS,342,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
CANBK,10794,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
CDSL,21174,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
CGPOWER,760,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
CHOLAFIN,685,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
CIPLA,694,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
COALINDIA,20374,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
COCHINSHIP,21508,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
COFORGE,11543,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
COLPAL,15141,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
CONCOR,4749,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
CROMPTON,17094,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
CUMMINSIND,1901,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
DABUR,772,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
DALBHARAT,8075,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
DELHIVERY,9599,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
DIVISLAB,10940,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
DIXON,21690,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
DLF,14732,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
DMART,19913,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
DRREDDY,881,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
EICHERMOT,910,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
ETERNAL,5097,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
FEDERALBNK,1023,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
FORCEMOT,11573,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
FORTIS,14592,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
GAIL,4717,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
GLENMARK,7406,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
GMRAIRPORT,13528,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
GODFRYPHLP,1181,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
GODREJCP,10099,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
GODREJPROP,17875,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
GRASIM,1232,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
GVT&D,16783,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HAL,2303,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HAVELLS,9819,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HCLTECH,7229,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HDFCAMC,4244,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HDFCBANK,1333,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HDFCLIFE,467,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HEROMOTOCO,1348,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HINDALCO,1363,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HINDPETRO,1406,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HINDUNILVR,1394,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HINDZINC,1424,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
HYUNDAI,25844,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
ICICIBANK,4963,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
ICICIGI,21770,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
ICICIPRULI,18652,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
IDEA,14366,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
IDFCFIRSTB,11184,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
IEX,220,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
INDHOTEL,1512,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
INDIANB,14309,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
INDIGO,11195,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
INDUSINDBK,5258,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
INDUSTOWER,29135,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
INFY,1594,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
INOXWIND,7852,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
IOC,1624,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
IREDA,20261,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
IRFC,2029,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
ITC,1660,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
JINDALSTEL,6733,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
JIOFIN,18143,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
JSWENERGY,17869,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
JSWSTEEL,11723,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
JUBLFOOD,18096,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
KALYANKJIL,2955,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
KAYNES,12092,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
KEI,13310,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
KFINTECH,13359,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
KOTAKBANK,1922,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
KPITTECH,9683,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
LAURUSLABS,19234,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
LICHSGFIN,1997,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
LICI,9480,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
LODHA,3220,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
LT,11483,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
LTF,24948,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
LTM,17818,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
LUPIN,10440,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
M&M,2031,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MANAPPURAM,19061,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MANKIND,15380,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MARICO,4067,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MARUTI,10999,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MAXHEALTH,22377,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MAZDOCK,509,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MCX,31181,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MFSL,2142,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MOTHERSON,4204,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MOTILALOFS,14947,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MPHASIS,4503,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
MUTHOOTFIN,23650,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
NAM-INDIA,357,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
NATIONALUM,6364,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
NAUKRI,13751,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
NBCC,31415,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
NESTLEIND,17963,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
NHPC,17400,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
NMDC,15332,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
NTPC,11630,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
NYKAA,6545,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
OBEROIRLTY,20242,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
OFSS,10738,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
OIL,17438,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
ONGC,2475,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PAGEIND,14413,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PATANJALI,17029,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PAYTM,6705,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PERSISTENT,18365,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PETRONET,11351,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
PFC,14299,"HTTP 401: {""errorType"":""Invalid_Authentication"",""errorCode"":""DH-901"",""errorMessage"":""Client ID or user generated access token is invalid or expired.""}"
